ID_Year,Year,ID_Antibiotic Class,Antibiotic_Class,Prescriptions_per_1000_Population,region
2013,2013,214,Fluoroquinolones,105,United States
2013,2013,214,Fluoroquinolones,166,Alabama
2013,2013,214,Fluoroquinolones,58,Alaska
2013,2013,214,Fluoroquinolones,89,Arizona
2013,2013,214,Fluoroquinolones,145,Arkansas
2013,2013,214,Fluoroquinolones,71,California
2013,2013,214,Fluoroquinolones,66,Colorado
2013,2013,214,Fluoroquinolones,98,Connecticut
2013,2013,214,Fluoroquinolones,128,Delaware
2013,2013,214,Fluoroquinolones,150,District of Columbia
2013,2013,214,Fluoroquinolones,111,Florida
2013,2013,214,Fluoroquinolones,115,Georgia
2013,2013,214,Fluoroquinolones,85,Hawaii
2013,2013,214,Fluoroquinolones,70,Idaho
2013,2013,214,Fluoroquinolones,101,Illinois
2013,2013,214,Fluoroquinolones,115,Indiana
2013,2013,214,Fluoroquinolones,113,Iowa
2013,2013,214,Fluoroquinolones,118,Kansas
2013,2013,214,Fluoroquinolones,163,Kentucky
2013,2013,214,Fluoroquinolones,140,Louisiana
2013,2013,214,Fluoroquinolones,82,Maine
2013,2013,214,Fluoroquinolones,100,Maryland
2013,2013,214,Fluoroquinolones,87,Massachusetts
2013,2013,214,Fluoroquinolones,106,Michigan
2013,2013,214,Fluoroquinolones,76,Minnesota
2013,2013,214,Fluoroquinolones,159,Mississippi
2013,2013,214,Fluoroquinolones,117,Missouri
2013,2013,214,Fluoroquinolones,75,Montana
2013,2013,214,Fluoroquinolones,122,Nebraska
2013,2013,214,Fluoroquinolones,90,Nevada
2013,2013,214,Fluoroquinolones,75,New Hampshire
2013,2013,214,Fluoroquinolones,123,New Jersey
2013,2013,214,Fluoroquinolones,74,New Mexico
2013,2013,214,Fluoroquinolones,119,New York
2013,2013,214,Fluoroquinolones,116,North Carolina
2013,2013,214,Fluoroquinolones,107,North Dakota
2013,2013,214,Fluoroquinolones,116,Ohio
2013,2013,214,Fluoroquinolones,118,Oklahoma
2013,2013,214,Fluoroquinolones,69,Oregon
2013,2013,214,Fluoroquinolones,109,Pennsylvania
2013,2013,214,Fluoroquinolones,118,Rhode Island
2013,2013,214,Fluoroquinolones,129,South Carolina
2013,2013,214,Fluoroquinolones,97,South Dakota
2013,2013,214,Fluoroquinolones,160,Tennessee
2013,2013,214,Fluoroquinolones,112,Texas
2013,2013,214,Fluoroquinolones,72,Utah
2013,2013,214,Fluoroquinolones,68,Vermont
2013,2013,214,Fluoroquinolones,99,Virginia
2013,2013,214,Fluoroquinolones,63,Washington
2013,2013,214,Fluoroquinolones,165,West Virginia
2013,2013,214,Fluoroquinolones,79,Wisconsin
2013,2013,214,Fluoroquinolones,74,Wyoming
2014,2014,214,Fluoroquinolones,103,United States
2014,2014,214,Fluoroquinolones,160,Alabama
2014,2014,214,Fluoroquinolones,58,Alaska
